iter	Logloss
466	0.3084319235
467	0.3083237188
468	0.3082223247
469	0.3081629068
470	0.3081541804
471	0.3081445605
472	0.3079754262
473	0.3078705544
474	0.3077366124
475	0.307546144
476	0.3072871724
477	0.3071297796
478	0.3068301308
479	0.3067217846
480	0.3064658741
481	0.3063321444
482	0.3063204121
483	0.3062329667
484	0.3060905181
485	0.3060313068
486	0.3059059057
487	0.3058023157
488	0.3056376336
489	0.305444846
490	0.3054115434
491	0.3053175099
492	0.3051929539
493	0.3050355081
494	0.3049695515
495	0.3048926028
496	0.3047871887
497	0.3047188471
498	0.3046047346
499	0.3044937127
500	0.304430447
501	0.3041425724
502	0.3039689428
503	0.3038259952
504	0.3037194863
505	0.3035672214
506	0.3034163479
507	0.303382999
508	0.3032974122
509	0.3031853235
510	0.3030801899
511	0.3029093533
512	0.3028664005
513	0.3023617553
514	0.3023059562
515	0.3022632264
516	0.3021950402
517	0.3020102201
518	0.3019426153
519	0.3018720869
520	0.3017486852
521	0.3016860949
522	0.3014160277
523	0.3011743656
524	0.3010622849
525	0.3009156872
526	0.3007759076
527	0.3006535803
528	0.300435906
529	0.3002143587
530	0.3001304769
531	0.3000950743
532	0.3000407096
533	0.2999487635
534	0.2997687663
535	0.2996770565
536	0.2996107269
537	0.2993936578
538	0.2992169238
539	0.2990028446
540	0.2987592654
541	0.2986290361
542	0.2985222721
543	0.298417692
544	0.298307483
545	0.2981341791
546	0.2980513424
547	0.2979667795
548	0.2977491819
549	0.297645238
550	0.2974227029
551	0.2973108785
552	0.2972141377
553	0.2970637207
554	0.296822591
555	0.296617828
556	0.296456225
557	0.2963904734
558	0.2962434147
559	0.2961964528
560	0.2960308123
561	0.2958697156
562	0.2958345409
563	0.2956750216
564	0.2956439391
565	0.2955458346
566	0.2953900163
567	0.295073943
568	0.2949314897
569	0.2948545958
570	0.2948096574
571	0.2947084325
572	0.2945592927
573	0.2945076222
574	0.2944539939
575	0.2942207014
576	0.2940005925
577	0.2939072204
578	0.2938313044
579	0.2937200867
580	0.2936626416
581	0.2935429999
582	0.2934385049
583	0.2932695814
584	0.2931871707
585	0.2929858706
586	0.2928752946
587	0.2928000183
588	0.2926713984
589	0.292486167
590	0.2923398967
591	0.2921744178
592	0.2918763068
593	0.2917838583
594	0.2916476881
595	0.2915341891
596	0.2914208997
597	0.2913266576
598	0.2911322868
599	0.2910071756
600	0.2908301148
601	0.2907230757
602	0.2906202285
603	0.2903038801
604	0.2902085442
605	0.290147224
606	0.2899353915
607	0.2897661082
608	0.2896895618
609	0.2896340309
610	0.2894649211
611	0.2894056797
612	0.2893319486
613	0.2892202238
614	0.2891952778
615	0.28900262
616	0.2889297931
617	0.2887777577
618	0.2887281703
619	0.2886598424
620	0.288477677
621	0.2883249928
622	0.2881572032
623	0.287992681
624	0.2879463331
625	0.2878769471
626	0.2877981731
627	0.2876617014
628	0.2875174272
629	0.2873221947
630	0.2871753894
631	0.2870175684
632	0.2868684463
633	0.2867040949
634	0.2866058039
635	0.286519509
636	0.2864256779
637	0.2863259984
638	0.2862743737
639	0.2861774923
640	0.2859886805
641	0.2859580009
642	0.2858839799
643	0.2858343537
644	0.2857313498
645	0.2856644291
646	0.2855405356
647	0.2853368981
648	0.2851519997
649	0.285070749
650	0.2849560188
651	0.2848141801
652	0.2846382421
653	0.2844744792
654	0.2842760307
655	0.284245999
656	0.284158578
657	0.2839810687
658	0.2838684451
659	0.2837926388
660	0.2837124843
661	0.2836554611
662	0.2835607492
663	0.2834653784
664	0.2833236345
665	0.2832657752
666	0.2831130296
667	0.2830181141
668	0.2829023403
669	0.2827776151
670	0.2826207496
671	0.2826072518
672	0.2825567705
673	0.282400601
674	0.2823483761
675	0.2821896456
676	0.282000546
677	0.2817971458
678	0.2816098764
679	0.2815442472
680	0.2814398613
681	0.2813792249
682	0.2813523649
683	0.2812676338
684	0.2812010766
685	0.2811279886
686	0.2810262286
687	0.2809165788
688	0.280848041
689	0.2806922123
690	0.2805896318
691	0.2805378679
692	0.2804293056
693	0.2801259859
694	0.2800593325
695	0.2799110159
696	0.2798226618
697	0.2794171747
698	0.2792501022
699	0.2791274653
700	0.2790472158
701	0.278920712
702	0.2788427794
703	0.2786664324
704	0.2785761834
705	0.2784117167
706	0.2782224336
707	0.2781096718
708	0.2780377263
709	0.2779819373
710	0.2778874304
711	0.2777191953
712	0.2776377347
713	0.2775311885
714	0.277453354
715	0.2774079882
716	0.2772489615
717	0.2770177557
718	0.2769074167
719	0.2767462737
720	0.2766279532
721	0.2762889653
722	0.2761651204
723	0.2760002115
724	0.2758754123
725	0.2757918845
726	0.2756976137
727	0.2756666399
728	0.2755712911
729	0.2754095525
730	0.2752452034
731	0.275041655
732	0.274947461
733	0.2748310306
734	0.2747632539
735	0.2746814654
736	0.2745676681
737	0.2744781496
738	0.2742963528
739	0.2742286874
740	0.2740666377
741	0.2739292875
742	0.2736919329
743	0.273607995
744	0.2735310331
745	0.2734666257
746	0.2732292332
747	0.2729291635
748	0.2728405832
749	0.2725082589
750	0.2724391659
751	0.2723709344
752	0.2723177587
753	0.2721809333
754	0.2720613015
755	0.2719195743
756	0.2718679694
757	0.2717288134
758	0.2716318745
759	0.2714720283
760	0.2712913585
761	0.2711278742
762	0.2710166561
763	0.2709473681
764	0.2708985755
765	0.2705787825
766	0.2704835532
767	0.2704274459
768	0.2703647834
769	0.2703309464
770	0.2702325465
771	0.2700279799
772	0.2699826612
773	0.2698852328
774	0.2695094309
775	0.269409525
776	0.2693363415
777	0.2692231924
778	0.2691705343
779	0.2690488654
780	0.2689325468
781	0.2688184509
782	0.2687739653
783	0.2686897592
784	0.2686131976
785	0.2685162149
786	0.2684144205
787	0.2681311333
788	0.2680457483
789	0.2679011516
790	0.2678127505
791	0.2677690456
792	0.2675905702
793	0.2675463271
794	0.2674968885
795	0.2673964829
796	0.2672293076
797	0.2671908241
798	0.2669161299
799	0.266766005
800	0.2666604536
801	0.2664736444
802	0.2662640641
803	0.266126667
804	0.2660777648
805	0.2659469891
806	0.2658228252
807	0.2657242028
808	0.2656095498
809	0.2655214764
810	0.2653902027
811	0.2652888886
812	0.2652519568
813	0.2651238932
814	0.2650491759
815	0.2649102434
816	0.2647351599
817	0.2646217151
818	0.2645188287
819	0.2643205231
820	0.263964918
821	0.263904102
822	0.2638474895
823	0.2637515111
824	0.2636712305
825	0.2635205513
826	0.2634852607
827	0.2632236455
828	0.263195852
829	0.2631593511
830	0.2631154721
831	0.2630710873
832	0.2630258999
833	0.2628417325
834	0.2627271321
835	0.2626091298
836	0.262529579
837	0.2623359409
838	0.2621874896
839	0.2620048393
840	0.2617017249
841	0.2615814923
842	0.2614411099
843	0.2613564057
844	0.2612934989
845	0.26124408
846	0.261110895
847	0.2610331543
848	0.2609368324
849	0.2608364073
850	0.2606131415
851	0.2605681842
852	0.2605173456
853	0.2603811656
854	0.260341944
855	0.2602821925
856	0.2601162711
857	0.2598688736
858	0.259836411
859	0.2596136903
860	0.2595076342
861	0.2593405097
862	0.2592271042
863	0.2591676094
864	0.2590824921
865	0.2589136971
866	0.2587773841
867	0.2587113216
868	0.2585969278
869	0.2582563305
870	0.2581886123
871	0.2580452589
872	0.2578905086
873	0.2576824192
874	0.2574178736
875	0.2573573333
876	0.2569888953
877	0.2568755091
878	0.2565145774
879	0.2562255858
880	0.2561963664
881	0.2560625954
882	0.2559597787
883	0.2557914467
884	0.2557335799
885	0.2555438011
886	0.2554265901
887	0.25536709
888	0.2553085553
889	0.2552659719
890	0.2551506475
891	0.2550295446
892	0.2546798952
893	0.2544484305
894	0.2543573643
895	0.2541871685
896	0.2540544172
897	0.2539450167
898	0.2538681851
899	0.2538027962
900	0.2537214543
901	0.2535438639
902	0.2533538163
903	0.2533022123
904	0.2532097958
905	0.2531677766
906	0.2531233199
907	0.2530774066
908	0.2530420483
909	0.2530010307
910	0.2528899549
911	0.2525582139
912	0.2523253545
913	0.2521636625
914	0.2519900855
915	0.2518292576
916	0.2517580813
917	0.2515470393
918	0.2513763604
919	0.251106035
920	0.2510469994
921	0.250862761
922	0.2507978893
923	0.2506632063
924	0.2505024696
925	0.2504053605
926	0.2501770703
927	0.2501278348
928	0.2499875365
929	0.2499187516
930	0.2497766695
931	0.249509871
932	0.2494602747
933	0.2492704334
934	0.2491741183
935	0.2488336536
936	0.2487758433
937	0.2487153124
938	0.2486668446
939	0.2485585582
940	0.2483378631
941	0.2482843612
942	0.2481533541
943	0.2481031661
944	0.2480713145
945	0.2479833494
946	0.2479321729
947	0.2478590037
948	0.2477652375
949	0.2477073211
950	0.2474909003
951	0.2474213857
952	0.2472446286
953	0.247070976
954	0.2468582891
955	0.2466974549
956	0.2466134332
957	0.2463780395
958	0.2462372485
959	0.2460393762
960	0.2459828945
961	0.2458253933
962	0.2457659274
963	0.2456949517
964	0.2455798197
965	0.2453752663
966	0.2451649444
967	0.2451267434
968	0.2449927885
969	0.2449187743
970	0.244842604
971	0.2447237424
972	0.2446804895
973	0.2445777692
974	0.2444711013
975	0.2442539254
976	0.2442266771
977	0.2441582107
978	0.2440926038
979	0.2440409331
980	0.2438223281
981	0.2437754465
982	0.2436893877
983	0.2436441393
984	0.2434840556
985	0.2434258138
986	0.2433544196
987	0.243237446
988	0.2431499305
989	0.2429546643
990	0.2426836472
991	0.2424827815
992	0.242389706
993	0.2422210869
994	0.2421876501
995	0.2420501715
996	0.2418561498
997	0.2417993322
998	0.2416955907
999	0.2415840445
